index,s,liq_amount,S,q,funding_rate,time,day,month,hour,minute,year,second
9343,ANKRUSDT,30096.60726,SELL,20,0.01,2023-01-16 13:42:45.888872+05:30,16,1,13,42,2023,45
9344,AXSUSDT,35193.28097,SELL,18,0.0055,2023-01-16 13:42:46.131901+05:30,16,1,13,42,2023,46
9345,SUSHIUSDT,32228.9899,SELL,25,0.01,2023-01-16 13:42:46.807007+05:30,16,1,13,42,2023,46
9346,NEARUSDT,67893.7899,SELL,10,0.01,2023-01-16 13:42:55.697844+05:30,16,1,13,42,2023,55
9347,1000SHIBUSDT,45261.13134,SELL,4,0.01,2023-01-16 13:43:02.736612+05:30,16,1,13,43,2023,2
9348,LINAUSDT,30428.91986,SELL,49,0.01,2023-01-16 13:43:03.058614+05:30,16,1,13,43,2023,3
9349,ICXUSDT,34000.764,SELL,61,0.01,2023-01-16 13:43:03.451103+05:30,16,1,13,43,2023,3
9350,IOTAUSDT,31994.0973,SELL,9,0.01,2023-01-16 13:43:04.588294+05:30,16,1,13,43,2023,4
9351,FTMUSDT,30723.681258000004,SELL,8,0.0064,2023-01-16 13:43:05.283276+05:30,16,1,13,43,2023,5
9353,RVNUSDT,31215.78046,SELL,40,0.01,2023-01-16 13:43:07.437638+05:30,16,1,13,43,2023,7
9354,DOGEUSDT,34243.960094,SELL,13,0.01,2023-01-16 13:43:08.862139+05:30,16,1,13,43,2023,8
9355,GALAUSDT,30520.44508,SELL,31,0.009,2023-01-16 13:43:09.100029+05:30,16,1,13,43,2023,9
9356,NEOUSDT,37390.30223,SELL,49,0.0034,2023-01-16 13:43:09.264446+05:30,16,1,13,43,2023,9
9357,AXSUSDT,43347.11543,SELL,3,0.0055,2023-01-16 13:43:09.897033+05:30,16,1,13,43,2023,9
9358,ROSEUSDT,30686.13649,SELL,52,0.01,2023-01-16 13:43:10.277322+05:30,16,1,13,43,2023,10
9359,HOTUSDT,44478.42855,SELL,46,0.01,2023-01-16 13:43:10.689426+05:30,16,1,13,43,2023,10
9360,AVAXUSDT,30627.330100000003,SELL,25,0.01,2023-01-16 13:43:11.425572+05:30,16,1,13,43,2023,11
9361,ETCUSDT,32177.8507,SELL,7,0.01,2023-01-16 13:43:14.958473+05:30,16,1,13,43,2023,14
9362,OCEANUSDT,35154.32381,SELL,36,-0.0437,2023-01-16 13:43:15.784550+05:30,16,1,13,43,2023,15
9363,RLCUSDT,36541.27908000001,SELL,15,-0.0358,2023-01-16 13:43:16.935345+05:30,16,1,13,43,2023,16
9364,XRPUSDT,58426.89988,SELL,13,0.01,2023-01-16 13:43:17.283505+05:30,16,1,13,43,2023,17
9365,MTLUSDT,33005.4523,SELL,66,-0.0251,2023-01-16 13:43:18.209819+05:30,16,1,13,43,2023,18
9366,LUNA2USDT,30010.2418924,SELL,48,0.01,2023-01-16 13:43:20.376052+05:30,16,1,13,43,2023,20
9368,ATOMUSDT,30650.79171,SELL,51,0.0092,2023-01-16 13:46:17.757748+05:30,16,1,13,46,2023,17
9372,SOLUSDT,31751.66,SELL,17,-0.0876,2023-01-16 14:14:23.281445+05:30,16,1,14,14,2023,23
9376,CELOUSDT,31508.6348,SELL,45,0.0078,2023-01-16 15:18:52.821483+05:30,16,1,15,18,2023,52
9377,OPUSDT,32731.96291553,SELL,47,0.0082,2023-01-16 15:28:44.941571+05:30,16,1,15,28,2023,44
9378,APTUSDT,36427.477199,SELL,18,-0.0009,2023-01-16 15:30:23.298562+05:30,16,1,15,30,2023,23
9379,APTUSDT,44922.904631,BUY,4,-0.0009,2023-01-16 15:31:36.232765+05:30,16,1,15,31,2023,36
9381,APTUSDT,37658.55266,BUY,7,-0.0009,2023-01-16 15:32:30.849194+05:30,16,1,15,32,2023,30
9382,APTUSDT,51862.470759,BUY,20,-0.0009,2023-01-16 15:36:05.358635+05:30,16,1,15,36,2023,5
9383,APTBUSD,30188.2813,SELL,32,0.0028,2023-01-16 15:36:29.467292+05:30,16,1,15,36,2023,29
9388,MANAUSDT,33070.8896,SELL,17,0.01,2023-01-16 15:38:55.592175+05:30,16,1,15,38,2023,55
9390,MANAUSDT,33766.4964,BUY,3,0.01,2023-01-16 15:42:42.680035+05:30,16,1,15,42,2023,42
9391,APTUSDT,32598.245184,BUY,12,-0.0009,2023-01-16 15:42:58.662679+05:30,16,1,15,42,2023,58
9392,SANDUSDT,43771.51434,SELL,18,0.01,2023-01-16 15:42:58.830442+05:30,16,1,15,42,2023,58
9397,MANAUSDT,34800.3205,BUY,29,0.01,2023-01-16 15:45:59.185625+05:30,16,1,15,45,2023,59
9398,JASMYUSDT,31966.755919,SELL,35,0.0069,2023-01-16 15:46:04.552245+05:30,16,1,15,46,2023,4
9400,APTUSDT,36118.442375,BUY,18,-0.0009,2023-01-16 15:55:22.536818+05:30,16,1,15,55,2023,22
9401,ALICEUSDT,31133.6209,SELL,33,-0.0008,2023-01-16 16:07:30.214173+05:30,16,1,16,7,2023,30
9403,APTUSDT,33585.37224,SELL,17,-0.0009,2023-01-16 16:55:44.291739+05:30,16,1,16,55,2023,44
9404,SANDUSDT,30064.8231,SELL,14,0.01,2023-01-16 16:58:16.598390+05:30,16,1,16,58,2023,16
9405,APTUSDT,109647.21635499998,SELL,2,-0.0009,2023-01-16 16:58:32.531498+05:30,16,1,16,58,2023,32
9408,LUNA2BUSD,30153.03507,SELL,41,0.0068,2023-01-16 17:04:45.563167+05:30,16,1,17,4,2023,45
9409,LUNA2USDT,30192.8068914,BUY,33,0.01,2023-01-16 17:07:45.691166+05:30,16,1,17,7,2023,45
9410,SOLUSDT,30131.1402,SELL,33,-0.0876,2023-01-16 17:12:07.164191+05:30,16,1,17,12,2023,7
9411,LUNA2USDT,31280.2220629,BUY,26,0.01,2023-01-16 17:15:49.799602+05:30,16,1,17,15,2023,49
9412,MANAUSDT,45621.8328,SELL,27,0.01,2023-01-16 17:51:06.327451+05:30,16,1,17,51,2023,6
9413,TRBUSDT,30249.176,SELL,53,0.01,2023-01-16 18:28:27.265182+05:30,16,1,18,28,2023,27
9414,ONEUSDT,34236.04272,SELL,29,-0.071,2023-01-16 18:29:34.719106+05:30,16,1,18,29,2023,34
9415,BLZUSDT,32813.25662,SELL,59,0.01,2023-01-16 18:30:26.445100+05:30,16,1,18,30,2023,26
9416,KNCUSDT,30520.57225,SELL,46,0.01,2023-01-16 18:53:57.435276+05:30,16,1,18,53,2023,57
9417,SOLUSDT,32963.4679,SELL,13,-0.0876,2023-01-16 19:16:43.620088+05:30,16,1,19,16,2023,43
9418,APTUSDT,33606.41069,SELL,24,-0.0009,2023-01-16 19:17:27.400325+05:30,16,1,19,17,2023,27
9419,APEUSDT,43653.1966,SELL,18,-0.1127,2023-01-16 19:18:26.000398+05:30,16,1,19,18,2023,26
9420,LINKUSDT,30580.90077,SELL,23,0.0026,2023-01-16 19:19:20.250068+05:30,16,1,19,19,2023,20
9421,APEUSDT,54137.8697,SELL,8,-0.1127,2023-01-16 19:19:25.535665+05:30,16,1,19,19,2023,25
9422,SOLUSDT,74122.02739999999,SELL,11,-0.0876,2023-01-16 19:19:27.468040+05:30,16,1,19,19,2023,27
9424,EGLDUSDT,33914.4894,SELL,31,0.0044,2023-01-16 19:25:16.223378+05:30,16,1,19,25,2023,16
9425,CVXUSDT,30843.621642,SELL,58,-0.3795,2023-01-16 19:31:53.219733+05:30,16,1,19,31,2023,53
9427,BNBUSDT,31172.02584,SELL,23,-0.0286,2023-01-16 19:47:56.659196+05:30,16,1,19,47,2023,56
9428,SOLUSDT,52127.8874,SELL,6,-0.0876,2023-01-16 19:48:05.205843+05:30,16,1,19,48,2023,5
9429,ZECUSDT,30257.11059,SELL,23,-0.0005,2023-01-16 19:48:09.081310+05:30,16,1,19,48,2023,9
9430,SOLUSDT,49440.8775,SELL,4,-0.0876,2023-01-16 19:48:17.642865+05:30,16,1,19,48,2023,17
9431,ZILUSDT,30156.96076,SELL,22,0.0092,2023-01-16 19:48:18.029090+05:30,16,1,19,48,2023,18
9433,JASMYUSDT,38194.589895,SELL,28,0.0069,2023-01-16 19:48:19.589432+05:30,16,1,19,48,2023,19
9434,APEUSDT,31979.1082,SELL,10,-0.1127,2023-01-16 19:48:20.313753+05:30,16,1,19,48,2023,20
9435,1000SHIBUSDT,48710.045332,SELL,13,0.01,2023-01-16 19:48:23.612385+05:30,16,1,19,48,2023,23
9438,LUNA2USDT,30146.1867523,SELL,37,0.01,2023-01-16 20:16:38.433760+05:30,16,1,20,16,2023,38
9440,SOLUSDT,37812.0021,SELL,10,-0.0876,2023-01-16 20:32:00.211858+05:30,16,1,20,32,2023,0
9442,CRVUSDT,32515.0863,SELL,33,0.01,2023-01-16 20:34:04.073268+05:30,16,1,20,34,2023,4
9443,LINKUSDT,35937.76867,SELL,10,0.0026,2023-01-16 20:36:24.273045+05:30,16,1,20,36,2023,24
9445,DOTUSDT,30206.1691,SELL,26,0.01,2023-01-16 20:36:42.719179+05:30,16,1,20,36,2023,42
9446,BNBBUSD,41694.3737,SELL,50,-0.014,2023-01-16 20:36:43.507598+05:30,16,1,20,36,2023,43
9447,BLUEBIRDUSDT,31122.21766,SELL,83,-0.0038,2023-01-16 20:36:44.605154+05:30,16,1,20,36,2023,44
9448,UNFIUSDT,30085.986,SELL,34,0.0066,2023-01-16 20:36:45.063491+05:30,16,1,20,36,2023,45
9449,OCEANUSDT,30067.67734,SELL,63,-0.0437,2023-01-16 20:36:46.205150+05:30,16,1,20,36,2023,46
9450,QTUMUSDT,30240.4826,SELL,36,0.01,2023-01-16 20:37:22.389742+05:30,16,1,20,37,2023,22
9451,1000LUNCUSDT,31227.0522826,SELL,40,0.0056,2023-01-16 20:37:31.305893+05:30,16,1,20,37,2023,31
9452,BANDUSDT,31620.44631,SELL,42,0.01,2023-01-16 20:37:31.515252+05:30,16,1,20,37,2023,31
9453,SFPUSDT,31349.2694,SELL,51,0.01,2023-01-16 20:37:31.835208+05:30,16,1,20,37,2023,31
9454,CTSIUSDT,32756.3259,SELL,60,0.01,2023-01-16 20:37:32.376051+05:30,16,1,20,37,2023,32
9456,FILUSDT,30381.2613,SELL,12,0.01,2023-01-16 20:39:00.213586+05:30,16,1,20,39,2023,0
9457,PHBBUSD,31155.2408397,SELL,13,0.01,2023-01-16 20:39:00.384194+05:30,16,1,20,39,2023,0
9460,UNIBUSD,30926.5081599,SELL,50,0.01,2023-01-16 20:40:44.737368+05:30,16,1,20,40,2023,44
9461,SOLUSDT,32878.1418,SELL,19,-0.0876,2023-01-16 20:40:51.768505+05:30,16,1,20,40,2023,51
9462,SOLUSDT,62253.1375,SELL,2,-0.0876,2023-01-16 20:41:01.549555+05:30,16,1,20,41,2023,1
9464,ATOMUSDT,30868.08127,SELL,36,0.0092,2023-01-16 20:41:17.403806+05:30,16,1,20,41,2023,17
9465,SOLBUSD,56848.703,SELL,28,-0.0892,2023-01-16 20:41:34.458328+05:30,16,1,20,41,2023,34
9466,DASHUSDT,34106.1344,SELL,54,0.01,2023-01-16 20:41:39.521407+05:30,16,1,20,41,2023,39
9467,ADAUSDT,34157.37351,SELL,36,0.01,2023-01-16 20:41:39.761816+05:30,16,1,20,41,2023,39
9468,MANAUSDT,39638.6034,SELL,26,0.01,2023-01-16 20:42:29.400719+05:30,16,1,20,42,2023,29
9469,AXSUSDT,200864.32196,SELL,9,0.0055,2023-01-16 20:42:33.233590+05:30,16,1,20,42,2023,33
9470,SANDUSDT,32108.46688,SELL,7,0.01,2023-01-16 20:42:46.270974+05:30,16,1,20,42,2023,46
9471,MASKUSDT,30028.1645,SELL,33,0.01,2023-01-16 20:42:48.250352+05:30,16,1,20,42,2023,48
9473,NEARUSDT,30178.2146,SELL,24,0.01,2023-01-16 20:42:58.538944+05:30,16,1,20,42,2023,58
9474,SKLUSDT,31758.26989,SELL,46,0.01,2023-01-16 20:43:01.085429+05:30,16,1,20,43,2023,1
9475,GMTUSDT,55502.14586999999,SELL,28,-0.0048,2023-01-16 20:43:02.074157+05:30,16,1,20,43,2023,2
9476,PEOPLEUSDT,33673.793529999995,SELL,54,-0.018,2023-01-16 20:43:02.650987+05:30,16,1,20,43,2023,2
9477,ADAUSDT,30034.36668,SELL,5,0.01,2023-01-16 20:43:02.859287+05:30,16,1,20,43,2023,2
9478,APEUSDT,30275.3093,SELL,12,-0.1127,2023-01-16 20:43:37.509123+05:30,16,1,20,43,2023,37
9479,XRPUSDT,37016.85381,SELL,14,0.01,2023-01-16 20:43:38.125025+05:30,16,1,20,43,2023,38
9480,APTUSDT,30335.305191,SELL,22,-0.0009,2023-01-16 20:43:41.730719+05:30,16,1,20,43,2023,41
9481,ALPHAUSDT,34741.161720000004,SELL,40,0.01,2023-01-16 20:43:43.190467+05:30,16,1,20,43,2023,43
9482,LINKUSDT,30843.560650000003,SELL,14,0.0026,2023-01-16 20:43:44.510838+05:30,16,1,20,43,2023,44
9483,HBARUSDT,30525.1322,SELL,47,0.01,2023-01-16 20:43:45.083560+05:30,16,1,20,43,2023,45
9484,LITUSDT,30608.4316,SELL,35,0.01,2023-01-16 20:43:46.340181+05:30,16,1,20,43,2023,46
9485,EOSUSDT,83060.1972,SELL,20,0.01,2023-01-16 20:43:46.944749+05:30,16,1,20,43,2023,46
9486,DOGEUSDT,50389.84367,SELL,19,0.01,2023-01-16 20:43:47.112929+05:30,16,1,20,43,2023,47
9487,1000SHIBUSDT,48869.451955,SELL,10,0.01,2023-01-16 20:43:47.353655+05:30,16,1,20,43,2023,47
9488,OCEANUSDT,33196.999919999995,SELL,11,-0.0437,2023-01-16 20:43:47.522496+05:30,16,1,20,43,2023,47
9489,ZRXUSDT,32193.862630000003,SELL,40,-0.0302,2023-01-16 20:43:47.692590+05:30,16,1,20,43,2023,47
9490,ETCUSDT,36129.06921,SELL,30,0.01,2023-01-16 20:43:48.005552+05:30,16,1,20,43,2023,48
9491,FLOWUSDT,30408.8058,SELL,28,0.01,2023-01-16 20:43:48.493911+05:30,16,1,20,43,2023,48
9492,WOOUSDT,32211.54836,SELL,44,-0.0046,2023-01-16 20:43:49.578068+05:30,16,1,20,43,2023,49
9494,APTUSDT,56351.554754,SELL,2,-0.0009,2023-01-16 20:43:58.454414+05:30,16,1,20,43,2023,58
9495,KSMUSDT,31024.5516,SELL,25,0.01,2023-01-16 20:43:59.118375+05:30,16,1,20,43,2023,59
9496,BNBUSDT,32556.76158,SELL,30,-0.0286,2023-01-16 20:44:02.786138+05:30,16,1,20,44,2023,2
9498,1000SHIBUSDT,34273.078361,SELL,8,0.01,2023-01-16 20:44:04.746814+05:30,16,1,20,44,2023,4
9499,XMRUSDT,31814.29181,SELL,29,-0.0538,2023-01-16 20:44:05.358400+05:30,16,1,20,44,2023,5
9500,SOLUSDT,167544.1297,SELL,15,-0.0876,2023-01-16 20:44:05.527403+05:30,16,1,20,44,2023,5
9501,CRVUSDT,31584.8472,SELL,18,0.01,2023-01-16 20:44:07.946479+05:30,16,1,20,44,2023,7
9502,BCHUSDT,41261.10311,SELL,28,-0.0004,2023-01-16 20:44:10.087573+05:30,16,1,20,44,2023,10
9503,LUNA2BUSD,33190.3890735,SELL,40,0.0068,2023-01-16 20:44:12.815596+05:30,16,1,20,44,2023,12
9504,GMTUSDT,60755.11794,SELL,7,-0.0048,2023-01-16 20:44:15.984402+05:30,16,1,20,44,2023,15
9505,ONTUSDT,32767.16844,SELL,56,0.01,2023-01-16 20:44:16.195570+05:30,16,1,20,44,2023,16
9506,ARUSDT,31237.5173,SELL,38,0.01,2023-01-16 20:44:16.631679+05:30,16,1,20,44,2023,16
9507,SUSHIUSDT,31384.7331,SELL,31,0.01,2023-01-16 20:44:16.804781+05:30,16,1,20,44,2023,16
9508,COMPUSDT,30583.77708,SELL,17,0.01,2023-01-16 20:44:17.500355+05:30,16,1,20,44,2023,17
9509,DOTUSDT,53111.9555,SELL,20,0.01,2023-01-16 20:44:17.859717+05:30,16,1,20,44,2023,17
9510,GMTUSDT,96100.0,SELL,1,-0.0048,2023-01-16 20:44:19.383938+05:30,16,1,20,44,2023,19
9511,DOGEUSDT,100050.411199,SELL,10,0.01,2023-01-16 20:44:19.553454+05:30,16,1,20,44,2023,19
9512,KNCUSDT,43658.57622,SELL,18,0.01,2023-01-16 20:44:19.723518+05:30,16,1,20,44,2023,19
9514,THETAUSDT,37407.72782,SELL,21,0.0043,2023-01-16 20:44:27.721444+05:30,16,1,20,44,2023,27
9515,CTKUSDT,30958.92275,SELL,52,0.01,2023-01-16 20:44:28.818792+05:30,16,1,20,44,2023,28
9516,RLCUSDT,49194.91461,SELL,43,-0.0358,2023-01-16 20:44:29.804709+05:30,16,1,20,44,2023,29
9517,JASMYUSDT,31825.363482,SELL,30,0.0069,2023-01-16 20:44:29.972244+05:30,16,1,20,44,2023,29
9518,OMGUSDT,30178.00242,SELL,52,-0.0048,2023-01-16 20:44:30.703638+05:30,16,1,20,44,2023,30
9519,ZILUSDT,31127.84791,SELL,29,0.0092,2023-01-16 20:44:31.044128+05:30,16,1,20,44,2023,31
9520,MATICUSDT,30070.49858,SELL,23,0.01,2023-01-16 20:44:31.212074+05:30,16,1,20,44,2023,31
9521,FTMUSDT,30390.544017,SELL,15,0.0064,2023-01-16 20:44:32.485173+05:30,16,1,20,44,2023,32
9522,APTUSDT,260090.124846,SELL,6,-0.0009,2023-01-16 20:44:33.369217+05:30,16,1,20,44,2023,33
9523,OPUSDT,30216.19287002,SELL,42,0.0082,2023-01-16 20:44:35.784994+05:30,16,1,20,44,2023,35
9524,DOGEBUSD,35995.544867,SELL,42,0.01,2023-01-16 20:44:39.329613+05:30,16,1,20,44,2023,39
9525,XRPUSDT,31664.869080000004,SELL,16,0.01,2023-01-16 20:44:39.726162+05:30,16,1,20,44,2023,39
9526,ETCUSDT,38421.72961,SELL,12,0.01,2023-01-16 20:44:42.098677+05:30,16,1,20,44,2023,42
9527,ATAUSDT,30350.2343,SELL,43,0.01,2023-01-16 20:44:42.755956+05:30,16,1,20,44,2023,42
9528,1000SHIBUSDT,38868.998517,SELL,9,0.01,2023-01-16 20:44:43.114422+05:30,16,1,20,44,2023,43
9529,CHRUSDT,30882.096,SELL,57,0.01,2023-01-16 20:44:44.552985+05:30,16,1,20,44,2023,44
9530,UNIUSDT,37350.1816,SELL,56,0.0052,2023-01-16 20:44:45.546603+05:30,16,1,20,44,2023,45
9531,WAVESUSDT,33214.29021,SELL,13,0.01,2023-01-16 20:44:45.716643+05:30,16,1,20,44,2023,45
9532,LDOUSDT,31128.256833,SELL,31,0.01,2023-01-16 20:44:45.886671+05:30,16,1,20,44,2023,45
9533,APTBUSD,30951.913413,SELL,29,0.0028,2023-01-16 20:44:46.131156+05:30,16,1,20,44,2023,46
9535,CHZUSDT,30111.05098,SELL,43,0.0035,2023-01-16 20:44:59.419368+05:30,16,1,20,44,2023,59
9536,LINKUSDT,33058.35142,SELL,15,0.0026,2023-01-16 20:44:59.662535+05:30,16,1,20,44,2023,59
9539,LDOBUSD,30874.2269521,SELL,19,0.0077,2023-01-16 20:45:01.433153+05:30,16,1,20,45,2023,1
9540,MASKUSDT,30013.3179,SELL,19,0.01,2023-01-16 20:45:04.008365+05:30,16,1,20,45,2023,4
9541,DOTUSDT,32070.2961,SELL,8,0.01,2023-01-16 20:45:05.446984+05:30,16,1,20,45,2023,5
9542,GMTUSDT,34393.68626,SELL,12,-0.0048,2023-01-16 20:45:08.403254+05:30,16,1,20,45,2023,8
9543,LUNA2USDT,31316.703749,SELL,29,0.01,2023-01-16 20:45:08.609358+05:30,16,1,20,45,2023,8
9544,GRTUSDT,30700.37084,SELL,36,0.01,2023-01-16 20:45:09.297090+05:30,16,1,20,45,2023,9
9545,IMXUSDT,31994.5334,SELL,66,-0.0109,2023-01-16 20:45:09.464815+05:30,16,1,20,45,2023,9
9546,DOGEUSDT,36935.06282,SELL,7,0.01,2023-01-16 20:45:10.219439+05:30,16,1,20,45,2023,10
9547,ENJUSDT,45619.6842,SELL,39,0.0074,2023-01-16 20:45:11.114687+05:30,16,1,20,45,2023,11
9548,HNTUSDT,33446.1962,SELL,64,-0.9916,2023-01-16 20:45:16.110990+05:30,16,1,20,45,2023,16
9549,STORJUSDT,32028.8668,SELL,16,0.01,2023-01-16 20:45:16.677755+05:30,16,1,20,45,2023,16
9550,ONEUSDT,30741.60259,SELL,35,-0.071,2023-01-16 20:45:16.843944+05:30,16,1,20,45,2023,16
9551,SOLUSDT,33927.1142,SELL,14,-0.0876,2023-01-16 20:45:17.009781+05:30,16,1,20,45,2023,17
9552,DOGEUSDT,50313.88488,SELL,2,0.01,2023-01-16 20:45:17.391409+05:30,16,1,20,45,2023,17
9553,GALAUSDT,31248.37419,SELL,40,0.009,2023-01-16 20:45:17.560628+05:30,16,1,20,45,2023,17
9554,MANAUSDT,34387.1075,SELL,34,0.01,2023-01-16 20:45:18.016785+05:30,16,1,20,45,2023,18
9555,BAKEUSDT,30813.3502,SELL,48,0.0082,2023-01-16 20:45:19.202754+05:30,16,1,20,45,2023,19
9556,API3USDT,31272.0076,SELL,39,0.01,2023-01-16 20:45:28.478465+05:30,16,1,20,45,2023,28
9557,ALPHAUSDT,31822.0777,SELL,11,0.01,2023-01-16 20:45:29.185146+05:30,16,1,20,45,2023,29
9561,MANAUSDT,47614.7288,SELL,1,0.01,2023-01-16 20:45:32.066018+05:30,16,1,20,45,2023,32
9562,XMRUSDT,53000.69798,SELL,6,-0.0538,2023-01-16 20:45:32.234293+05:30,16,1,20,45,2023,32
9563,CVXUSDT,51525.8915,SELL,35,-0.3795,2023-01-16 20:45:32.402000+05:30,16,1,20,45,2023,32
9564,ADAUSDT,227726.10716,SELL,32,0.01,2023-01-16 20:45:32.995714+05:30,16,1,20,45,2023,32
9565,KLAYUSDT,38507.88326,SELL,34,0.01,2023-01-16 20:45:35.118716+05:30,16,1,20,45,2023,35
9566,AVAXUSDT,30333.203,SELL,21,0.01,2023-01-16 20:45:35.535307+05:30,16,1,20,45,2023,35
9567,APEUSDT,57139.6955,SELL,25,-0.1127,2023-01-16 20:45:36.130181+05:30,16,1,20,45,2023,36
9568,AXSUSDT,45312.01499,SELL,20,0.0055,2023-01-16 20:45:38.324715+05:30,16,1,20,45,2023,38
9569,LINAUSDT,30242.415740000004,SELL,16,0.01,2023-01-16 20:45:38.526011+05:30,16,1,20,45,2023,38
9570,MANAUSDT,35005.32,SELL,1,0.01,2023-01-16 20:45:39.042776+05:30,16,1,20,45,2023,39
9571,LTCUSDT,30146.0783,SELL,26,0.01,2023-01-16 20:45:40.603830+05:30,16,1,20,45,2023,40
9572,1000LUNCUSDT,31326.7202963,SELL,32,0.0056,2023-01-16 20:45:41.314406+05:30,16,1,20,45,2023,41
9573,NEARUSDT,32311.1512,SELL,28,0.01,2023-01-16 20:45:41.591474+05:30,16,1,20,45,2023,41
9574,C98USDT,32855.3455,SELL,50,0.01,2023-01-16 20:45:42.611442+05:30,16,1,20,45,2023,42
9575,GMTUSDT,33183.84843,SELL,8,-0.0048,2023-01-16 20:45:44.491639+05:30,16,1,20,45,2023,44
9576,ICPUSDT,32221.36649,SELL,43,-0.0072,2023-01-16 20:45:44.697701+05:30,16,1,20,45,2023,44
9577,FILUSDT,95062.3515,SELL,25,0.01,2023-01-16 20:45:54.661252+05:30,16,1,20,45,2023,54
9578,BCHUSDT,32101.30812,SELL,15,-0.0004,2023-01-16 20:45:54.830178+05:30,16,1,20,45,2023,54
9579,CELOUSDT,31464.8488,SELL,68,0.0078,2023-01-16 20:45:55.141799+05:30,16,1,20,45,2023,55
9580,ADABUSD,34654.36785,SELL,33,0.0017,2023-01-16 20:45:57.301263+05:30,16,1,20,45,2023,57
9581,ETHUSDT_230331,32377.86705,SELL,36,0.0,2023-01-16 20:45:57.613479+05:30,16,1,20,45,2023,57
9582,LINKUSDT,32707.37374,SELL,9,0.0026,2023-01-16 20:45:58.032211+05:30,16,1,20,45,2023,58
9597,SOLUSDT,30989.943700000003,SELL,19,-0.0876,2023-01-16 21:06:14.630447+05:30,16,1,21,6,2023,14
9600,APTUSDT,31477.019019,SELL,34,-0.0009,2023-01-16 21:06:23.814949+05:30,16,1,21,6,2023,23
9601,SANDUSDT,34397.01498,SELL,42,0.01,2023-01-16 21:16:56.352930+05:30,16,1,21,16,2023,56
9602,APTUSDT,43494.631434,BUY,11,-0.0009,2023-01-16 21:17:19.414442+05:30,16,1,21,17,2023,19
9603,GMTUSDT,38938.47034,SELL,7,-0.0048,2023-01-16 21:17:50.573530+05:30,16,1,21,17,2023,50
9604,GMTBUSD,32104.66204261,SELL,34,-0.0067,2023-01-16 21:18:31.243642+05:30,16,1,21,18,2023,31
9605,MANAUSDT,70212.445,SELL,22,0.01,2023-01-16 21:40:42.601042+05:30,16,1,21,40,2023,42
9606,MANAUSDT,36192.3113,BUY,7,0.01,2023-01-16 21:42:19.637091+05:30,16,1,21,42,2023,19
9612,SOLUSDT,32093.605,SELL,15,-0.0876,2023-01-16 21:45:04.241633+05:30,16,1,21,45,2023,4
9615,KAVAUSDT,32257.08625,SELL,45,-0.027,2023-01-16 21:55:37.531497+05:30,16,1,21,55,2023,37
9618,SOLUSDT,32097.159,SELL,3,-0.0876,2023-01-16 22:19:20.545651+05:30,16,1,22,19,2023,20
9623,APTUSDT,36986.723408000005,BUY,3,-0.0009,2023-01-16 22:41:25.530288+05:30,16,1,22,41,2023,25
9624,XRPUSDT,30102.34603,SELL,16,0.01,2023-01-16 22:49:40.895163+05:30,16,1,22,49,2023,40
9628,NEARUSDT,55335.274300000005,SELL,6,0.01,2023-01-16 22:55:34.858129+05:30,16,1,22,55,2023,34
9630,SANDUSDT,58365.23077,SELL,17,0.01,2023-01-16 23:01:39.472743+05:30,16,1,23,1,2023,39
9633,SOLUSDT,31421.8407,SELL,17,-0.0876,2023-01-16 23:13:13.577581+05:30,16,1,23,13,2023,13
9634,LRCUSDT,32384.29986,SELL,45,0.0089,2023-01-16 23:13:15.959702+05:30,16,1,23,13,2023,15
9635,XRPUSDT,43395.22190999999,BUY,5,0.01,2023-01-16 23:13:16.287782+05:30,16,1,23,13,2023,16
9636,LTCUSDT,34932.600770000005,SELL,4,0.01,2023-01-16 23:13:16.457363+05:30,16,1,23,13,2023,16
9637,BNBUSDT,78301.05118000001,SELL,28,-0.0286,2023-01-16 23:13:16.664159+05:30,16,1,23,13,2023,16
9638,EOSUSDT,35070.2917,SELL,17,0.01,2023-01-16 23:13:16.832840+05:30,16,1,23,13,2023,16
9640,TRXUSDT,43619.94846,SELL,30,-0.2832,2023-01-16 23:13:26.525836+05:30,16,1,23,13,2023,26
9641,ENSUSDT,30614.823,SELL,34,0.0076,2023-01-16 23:37:32.625232+05:30,16,1,23,37,2023,32
9642,LRCUSDT,30342.58857,SELL,39,0.0089,2023-01-16 23:56:39.317618+05:30,16,1,23,56,2023,39
9648,SOLUSDT,67753.4848,BUY,11,-0.0876,2023-01-17 00:17:40.803595+05:30,17,1,0,17,2023,40
9655,BNXUSDT,30125.09091,SELL,37,-0.0841,2023-01-17 00:25:27.281449+05:30,17,1,0,25,2023,27
9656,1000SHIBUSDT,34006.898613,SELL,24,0.01,2023-01-17 00:26:08.436953+05:30,17,1,0,26,2023,8
9657,JASMYUSDT,32658.180534,SELL,29,0.0069,2023-01-17 00:26:19.938661+05:30,17,1,0,26,2023,19
9660,ADAUSDT,30966.07392,SELL,34,0.01,2023-01-17 00:26:25.326533+05:30,17,1,0,26,2023,25
9664,MANAUSDT,36775.3084,BUY,23,0.01,2023-01-17 00:32:04.514812+05:30,17,1,0,32,2023,4
9670,FTMUSDT,33753.913322,SELL,23,0.0064,2023-01-17 00:34:37.716229+05:30,17,1,0,34,2023,37
9673,RUNEUSDT,34030.7133,SELL,21,0.01,2023-01-17 00:34:41.388852+05:30,17,1,0,34,2023,41
